AID,REGULATION,FUNCTION_ID,FUNCTION_NAME,CELL_LINE_ID,TISSUE_ID,ORGANISM_ID,GENE_ID,UNIPROT_GENE_NAME,Entry
148533,,179,agonist,,,,3705,oprd1,P41143
148542,,179,agonist,,,,6135,oprk1,P41145
148544,,180,agonistic activity,,,,6135,oprk1,P41145
148544,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148544,,179,agonist,,,,6135,oprk1,P41145
148545,,180,agonistic activity,,,,6135,oprk1,P41145
148545,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148545,,179,agonist,,,,6135,oprk1,P41145
148547,,180,agonistic activity,,,,6135,oprk1,P41145
148547,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148547,,179,agonist,,,,6135,oprk1,P41145
148548,,179,agonist,,,,6135,oprk1,P41145
148552,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148553,,319,Antagonist muscle action,,,,6135,oprk1,P41145
145782,negative regulation,179,agonist,,,,17359,tacr1,P25103
145782,,318,antagonist,,,,17359,tacr1,P25103
145790,,319,Antagonist muscle action,,,,166,tacr2,P21452
145804,,179,agonist,,,,17359,tacr1,P25103
145805,negative regulation,179,agonist,,,,17359,tacr1,P25103
148555,,179,agonist,,,,6135,oprk1,P41145
148567,,179,agonist,,,,6135,oprk1,P41145
148568,,318,antagonist,,,,6135,oprk1,P41145
148568,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148573,,317,antagonism,,,,6135,oprk1,P41145
148575,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148577,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148583,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148586,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148587,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148590,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148600,,179,agonist,,,,6135,oprk1,P41145
148601,,179,agonist,,,,6135,oprk1,P41145
148638,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148638,,179,agonist,,,,3705,oprd1,P41143
148651,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148651,,179,agonist,,,,3705,oprd1,P41143
148657,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148657,,179,agonist,,,,3705,oprd1,P41143
148658,,178,agonism,,,,3705,oprd1,P41143
148659,,179,agonist,,,,3705,oprd1,P41143
148660,,179,agonist,,,,3705,oprd1,P41143
148661,,179,agonist,,,31,3705,oprd1,P41143
144190,negative regulation,179,agonist,,,,11774,drd1,P21728
144211,,318,antagonist,,,,166,tacr2,P21452
144212,,318,antagonist,,,,166,tacr2,P21452
144213,,318,antagonist,,,,166,tacr2,P21452
145812,,319,Antagonist muscle action,,,,166,tacr2,P21452
145812,,3456,receptor antagonist activity,,,,166,tacr2,P21452
145812,,318,antagonist,,,,166,tacr2,P21452
145815,,179,agonist,,,,166,tacr2,P21452
145819,,3456,receptor antagonist activity,,,,166,tacr2,P21452
145819,,318,antagonist,,,,166,tacr2,P21452
145819,,319,Antagonist muscle action,,,,166,tacr2,P21452
145820,,179,agonist,,,,166,tacr2,P21452
145820,,3456,receptor antagonist activity,,,,166,tacr2,P21452
145820,,318,antagonist,,,,166,tacr2,P21452
145820,,319,Antagonist muscle action,,,,166,tacr2,P21452
147407,,319,Antagonist muscle action,,,,6337,oprl1,P41146
147408,,319,Antagonist muscle action,,,,6337,oprl1,P41146
147409,,319,Antagonist muscle action,,,,6337,oprl1,P41146
147410,,319,Antagonist muscle action,,,,6337,oprl1,P41146
147412,,319,Antagonist muscle action,,,,6337,oprl1,P41146
147413,,319,Antagonist muscle action,,,,6337,oprl1,P41146
147415,,319,Antagonist muscle action,,,,6337,oprl1,P41146
147417,,318,antagonist,,,,6337,oprl1,P41146
148662,negative regulation,179,agonist,,,,3705,oprd1,P41143
148662,,3456,receptor antagonist activity,,,,3705,oprd1,P41143
148662,,318,antagonist,,,,3705,oprd1,P41143
148662,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148663,negative regulation,179,agonist,,,,3705,oprd1,P41143
148663,,3456,receptor antagonist activity,,,,3705,oprd1,P41143
148663,,318,antagonist,,,,3705,oprd1,P41143
148663,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148664,negative regulation,179,agonist,,,,3705,oprd1,P41143
148664,,3456,receptor antagonist activity,,,,3705,oprd1,P41143
148664,,318,antagonist,,,,3705,oprd1,P41143
148664,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148665,negative regulation,179,agonist,,,,3705,oprd1,P41143
148665,,3456,receptor antagonist activity,,,,3705,oprd1,P41143
148665,,318,antagonist,,,,3705,oprd1,P41143
148665,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148666,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148666,,179,agonist,,,,3705,oprd1,P41143
148668,,318,antagonist,,,,3705,oprd1,P41143
148668,positive regulation,319,Antagonist muscle action,,,,3705,oprd1,P41143
148669,,179,agonist,,,31,3705,oprd1,P41143
148669,,318,antagonist,,,,3705,oprd1,P41143
148669,positive regulation,319,Antagonist muscle action,,,,3705,oprd1,P41143
148670,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148671,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148672,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148673,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148674,,179,agonist,,,,6135,oprk1,P41145
148675,,179,agonist,,,,6135,oprk1,P41145
148680,,179,agonist,,,,6135,oprk1,P41145
148681,,179,agonist,,,,6135,oprk1,P41145
148686,,179,agonist,,,,6135,oprk1,P41145
148693,negative regulation,179,agonist,,,,6135,oprk1,P41145
148693,,319,Antagonist muscle action,,,49,6135,oprk1,P41145
148694,negative regulation,179,agonist,,,,6135,oprk1,P41145
148694,,319,Antagonist muscle action,,,49,6135,oprk1,P41145
148695,,179,agonist,,,,6135,oprk1,P41145
148695,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148696,,179,agonist,,,,6135,oprk1,P41145
148696,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148697,positive regulation,319,Antagonist muscle action,,,,6135,oprk1,P41145
148697,,179,agonist,,,49,6135,oprk1,P41145
148700,positive regulation,319,Antagonist muscle action,,,,6135,oprk1,P41145
148701,positive regulation,319,Antagonist muscle action,,,,6135,oprk1,P41145
148702,,318,antagonist,,,,6135,oprk1,P41145
148702,,2933,Opioid Antagonists [MoA],,,,6135,oprk1,P41145
148703,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148706,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148706,,318,antagonist,,,,6135,oprk1,P41145
148709,,318,antagonist,,,,6135,oprk1,P41145
148716,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148718,,180,agonistic activity,,,,6135,oprk1,P41145
148718,,179,agonist,,,,6135,oprk1,P41145
148719,,319,Antagonist muscle action,,,,6135,oprk1,P41145
144397,,319,Antagonist muscle action,,,,17359,tacr1,P25103
144398,,319,Antagonist muscle action,,,,17359,tacr1,P25103
144399,,319,Antagonist muscle action,,,,17359,tacr1,P25103
144400,negative regulation,179,agonist,,,,166,tacr2,P21452
144403,,319,Antagonist muscle action,,,,166,tacr2,P21452
145941,,319,Antagonist muscle action,,,,166,tacr2,P21452
145941,,3456,receptor antagonist activity,,,,166,tacr2,P21452
145941,,318,antagonist,,,,166,tacr2,P21452
145942,,319,Antagonist muscle action,,,,166,tacr2,P21452
145942,,3456,receptor antagonist activity,,,,166,tacr2,P21452
145942,,318,antagonist,,,,166,tacr2,P21452
145943,,179,agonist,,,,166,tacr2,P21452
145943,,3456,receptor antagonist activity,,,,166,tacr2,P21452
145943,,318,antagonist,,,,166,tacr2,P21452
145943,,319,Antagonist muscle action,,,,166,tacr2,P21452
145945,,179,agonist,,,,166,tacr2,P21452
145955,,318,antagonist,,,,7121,tacr3,P29371
145955,,319,Antagonist muscle action,,,,7121,tacr3,P29371
145956,,318,antagonist,,,,7121,tacr3,P29371
145956,,319,Antagonist muscle action,,,,7121,tacr3,P29371
145958,,179,agonist,,,,7121,tacr3,P29371
145959,,3013,partial agonist,,,,4957,nmbr,P28336
145960,,3013,partial agonist,,,,4957,nmbr,P28336
147536,,318,antagonist,,,,9046,ltb4r,Q15722
148739,,318,antagonist,,,,6135,oprk1,P41145
148744,,179,agonist,,,,6135,oprk1,P41145
148749,,179,agonist,,,49,6135,oprk1,P41145
148749,,318,antagonist,,,,6135,oprk1,P41145
148782,,318,antagonist,,,,3705,oprd1,P41143
148784,positive regulation,319,Antagonist muscle action,,,,3705,oprd1,P41143
148785,,318,antagonist,,,,3705,oprd1,P41143
148785,,2933,Opioid Antagonists [MoA],,,,3705,oprd1,P41143
148785,,317,antagonism,,,,3705,oprd1,P41143
148787,,179,agonist,,,,3705,oprd1,P41143
148787,,318,antagonist,,,,3705,oprd1,P41143
148787,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148788,,179,agonist,,,,3705,oprd1,P41143
148788,,318,antagonist,,,,3705,oprd1,P41143
148788,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148790,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148791,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148791,positive regulation,179,agonist,,,,3705,oprd1,P41143
148795,,318,antagonist,,,,3705,oprd1,P41143
148795,positive regulation,319,Antagonist muscle action,,,,3705,oprd1,P41143
144407,,319,Antagonist muscle action,,,,166,tacr2,P21452
144407,,179,agonist,,,,166,tacr2,P21452
144408,negative regulation,179,agonist,,,,166,tacr2,P21452
144409,,319,Antagonist muscle action,,,,7121,tacr3,P29371
144409,,179,agonist,,,,7121,tacr3,P29371
144410,,319,Antagonist muscle action,,,,7121,tacr3,P29371
144410,,179,agonist,,,,7121,tacr3,P29371
144411,,319,Antagonist muscle action,,,,7121,tacr3,P29371
144411,,179,agonist,,,,7121,tacr3,P29371
144412,,319,Antagonist muscle action,,,,7121,tacr3,P29371
144412,,179,agonist,,,,7121,tacr3,P29371
146048,,3456,receptor antagonist activity,,,,2428,cxcr4,P61073
146048,,318,antagonist,,,,2428,cxcr4,P61073
147618,,179,agonist,,,,6337,oprl1,P41146
147619,,179,agonist,,,,6337,oprl1,P41146
148803,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148803,positive regulation,179,agonist,,,,3705,oprd1,P41143
148807,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148808,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148809,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148810,,3456,receptor antagonist activity,,,,3705,oprd1,P41143
148810,,318,antagonist,,,,3705,oprd1,P41143
148810,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148813,negative regulation,179,agonist,,,,3705,oprd1,P41143
148813,,318,antagonist,,,,3705,oprd1,P41143
148814,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148814,,179,agonist,,,,3705,oprd1,P41143
148816,,179,agonist,,,,6135,oprk1,P41145
148817,,179,agonist,,,,6135,oprk1,P41145
148818,negative regulation,179,agonist,,,,6135,oprk1,P41145
148818,,318,antagonist,,,,6135,oprk1,P41145
148819,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148830,positive regulation,319,Antagonist muscle action,,,,6135,oprk1,P41145
148832,,179,agonist,,,,6135,oprk1,P41145
148832,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148833,,179,agonist,,,,6135,oprk1,P41145
148833,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148835,,319,Antagonist muscle action,,,49,6135,oprk1,P41145
148836,negative regulation,179,agonist,,,,6135,oprk1,P41145
148837,negative regulation,179,agonist,,,,6135,oprk1,P41145
148838,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148839,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148840,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148841,negative regulation,179,agonist,,,,6135,oprk1,P41145
148841,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148841,,318,antagonist,,,,6135,oprk1,P41145
148842,negative regulation,179,agonist,,,,6135,oprk1,P41145
148842,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148842,,318,antagonist,,,,6135,oprk1,P41145
148843,negative regulation,179,agonist,,,,6135,oprk1,P41145
148843,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148843,,318,antagonist,,,,6135,oprk1,P41145
148844,negative regulation,179,agonist,,,,6135,oprk1,P41145
148844,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148844,,318,antagonist,,,,6135,oprk1,P41145
148845,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148845,,2933,Opioid Antagonists [MoA],,,,6135,oprk1,P41145
148846,positive regulation,179,agonist,,,,6135,oprk1,P41145
148847,positive regulation,179,agonist,,,,6135,oprk1,P41145
148848,positive regulation,179,agonist,,,,6135,oprk1,P41145
148850,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148850,,179,agonist,,,,6135,oprk1,P41145
148855,,319,Antagonist muscle action,,,,6337,oprl1,P41146
148860,,179,agonist,,,,6337,oprl1,P41146
144528,,319,Antagonist muscle action,,,,17359,tacr1,P25103
144529,,319,Antagonist muscle action,,,,17359,tacr1,P25103
144544,,319,Antagonist muscle action,,,,166,tacr2,P21452
144549,,319,Antagonist muscle action,,,,7121,tacr3,P29371
144549,,179,agonist,,,,7121,tacr3,P29371
147669,,318,antagonist,,,,166,tacr2,P21452
147672,,318,antagonist,,,,17359,tacr1,P25103
147673,negative regulation,179,agonist,,,,17359,tacr1,P25103
147677,,318,antagonist,,,,166,tacr2,P21452
147680,,318,antagonist,,,,166,tacr2,P21452
147691,,318,antagonist,,,,14122,fpr1,P21462
147694,,318,antagonist,,,,14122,fpr1,P21462
147695,,318,antagonist,,,,14122,fpr1,P21462
148861,,319,Antagonist muscle action,,,,6337,oprl1,P41146
148868,,319,Antagonist muscle action,,,,6337,oprl1,P41146
148869,,319,Antagonist muscle action,,,,6337,oprl1,P41146
148871,,179,agonist,,,,6337,oprl1,P41146
148872,,179,agonist,,,,6337,oprl1,P41146
148922,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148922,,179,agonist,,,,3705,oprd1,P41143
148927,positive regulation,179,agonist,,,31,3705,oprd1,P41143
148930,,2933,Opioid Antagonists [MoA],,,,3705,oprd1,P41143
148931,,317,antagonism,,,,3705,oprd1,P41143
148931,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148933,,179,agonist,,,,3705,oprd1,P41143
148935,,179,agonist,,,,3705,oprd1,P41143
148938,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148941,,317,antagonism,,,,3705,oprd1,P41143
148941,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148942,,317,antagonism,,,,3705,oprd1,P41143
148942,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148952,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148953,,319,Antagonist muscle action,,,,3705,oprd1,P41143
144692,,319,Antagonist muscle action,,,,3616,adra2a,P08913
147771,,179,agonist,,,,6337,oprl1,P41146
148954,,319,Antagonist muscle action,,,,3705,oprd1,P41143
148955,,317,antagonism,,,,3705,oprd1,P41143
148956,positive regulation,179,agonist,,,,6135,oprk1,P41145
148957,,318,antagonist,,,,6135,oprk1,P41145
148958,,318,antagonist,,,,6135,oprk1,P41145
148959,,318,antagonist,,,,6135,oprk1,P41145
148960,,318,antagonist,,,,6135,oprk1,P41145
148961,,2933,Opioid Antagonists [MoA],,,,6135,oprk1,P41145
148962,positive regulation,319,Antagonist muscle action,,,,6135,oprk1,P41145
148967,,179,agonist,,,,6135,oprk1,P41145
148969,,179,agonist,,,,6135,oprk1,P41145
148970,,179,agonist,,,,6135,oprk1,P41145
148971,,179,agonist,,,,6135,oprk1,P41145
148972,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148973,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148974,,317,antagonism,,,,6135,oprk1,P41145
148974,,318,antagonist,,,,6135,oprk1,P41145
148974,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148975,,317,antagonism,,,,6135,oprk1,P41145
148975,,318,antagonist,,,,6135,oprk1,P41145
148975,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148976,,317,antagonism,,,,6135,oprk1,P41145
148976,,318,antagonist,,,,6135,oprk1,P41145
148976,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148977,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148978,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148979,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148980,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148981,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148983,,179,agonist,,,49,6135,oprk1,P41145
148983,,318,antagonist,,,,6135,oprk1,P41145
148988,,179,agonist,,,,6135,oprk1,P41145
148990,,179,agonist,,,,6135,oprk1,P41145
148990,,319,Antagonist muscle action,,,,6135,oprk1,P41145
148998,negative regulation,179,agonist,,,,2839,oprm1,P35372
148998,,319,Antagonist muscle action,,,49,2839,oprm1,P35372
148999,negative regulation,179,agonist,,,,2839,oprm1,P35372
148999,,319,Antagonist muscle action,,,49,2839,oprm1,P35372
149000,negative regulation,179,agonist,,,,2839,oprm1,P35372
149000,,319,Antagonist muscle action,,,49,2839,oprm1,P35372
149001,,319,Antagonist muscle action,,,,2839,oprm1,P35372
149001,,2933,Opioid Antagonists [MoA],,,,2839,oprm1,P35372
149002,,319,Antagonist muscle action,,,,2839,oprm1,P35372
149002,,2933,Opioid Antagonists [MoA],,,,2839,oprm1,P35372
149003,,319,Antagonist muscle action,,,,2839,oprm1,P35372
149003,,2933,Opioid Antagonists [MoA],,,,2839,oprm1,P35372
149004,,319,Antagonist muscle action,,,,2839,oprm1,P35372
149004,,2933,Opioid Antagonists [MoA],,,,2839,oprm1,P35372
149005,,319,Antagonist muscle action,,,,2839,oprm1,P35372
149005,,2933,Opioid Antagonists [MoA],,,,2839,oprm1,P35372
149006,,319,Antagonist muscle action,,,,2839,oprm1,P35372
149011,,319,Antagonist muscle action,,,49,2839,oprm1,P35372
149016,,319,Antagonist muscle action,,,,2839,oprm1,P35372
149016,,2933,Opioid Antagonists [MoA],,,,2839,oprm1,P35372
149020,,179,agonist,,,,2839,oprm1,P35372
149023,,318,antagonist,,,,3705,oprd1,P41143
149023,,179,agonist,,,,3705,oprd1,P41143
149024,,3456,receptor antagonist activity,,,,3705,oprd1,P41143
149024,,318,antagonist,,,,3705,oprd1,P41143
149025,,3456,receptor antagonist activity,,,,3705,oprd1,P41143
149025,,318,antagonist,,,,3705,oprd1,P41143
144696,,319,Antagonist muscle action,,,,18406,adra2c,P18825
146305,,179,agonist,,,,18406,adra2c,P18825
147785,,318,antagonist,,,,15543,oxtr,P30559
147786,,318,antagonist,,,,15543,oxtr,P30559
147787,,318,antagonist,,,,15543,oxtr,P30559
147791,,319,Antagonist muscle action,,,,15543,oxtr,P30559
147812,,179,agonist,,,,3705,oprd1,P41143
147812,,319,Antagonist muscle action,,,,3705,oprd1,P41143
147812,,317,antagonism,,,,3705,oprd1,P41143
147812,,318,antagonist,,,,3705,oprd1,P41143
147818,,319,Antagonist muscle action,,,,3705,oprd1,P41143
147820,,319,Antagonist muscle action,,,,3705,oprd1,P41143
147821,,319,Antagonist muscle action,,,,3705,oprd1,P41143
147822,,319,Antagonist muscle action,,,,3705,oprd1,P41143
147823,,319,Antagonist muscle action,,,,3705,oprd1,P41143
147824,,319,Antagonist muscle action,,,,3705,oprd1,P41143
147825,,319,Antagonist muscle action,,,,3705,oprd1,P41143
147827,,179,agonist,,,,3705,oprd1,P41143
147828,,318,antagonist,,,,3705,oprd1,P41143
147828,,319,Antagonist muscle action,,,,3705,oprd1,P41143
147828,,179,agonist,,,,3705,oprd1,P41143
147829,,317,antagonism,,,,3705,oprd1,P41143
147830,,319,Antagonist muscle action,,,,3705,oprd1,P41143
147830,,179,agonist,,,,3705,oprd1,P41143
147833,,319,Antagonist muscle action,,,,3705,oprd1,P41143
147833,,317,antagonism,,,,3705,oprd1,P41143
147834,,319,Antagonist muscle action,,,,3705,oprd1,P41143
147834,,317,antagonism,,,,3705,oprd1,P41143
147835,,319,Antagonist muscle action,,,,3705,oprd1,P41143
147835,,317,antagonism,,,,3705,oprd1,P41143
147836,,319,Antagonist muscle action,,,,3705,oprd1,P41143
147836,,317,antagonism,,,,3705,oprd1,P41143
147838,,319,Antagonist muscle action,,,,3705,oprd1,P41143
147839,,318,antagonist,,,,3705,oprd1,P41143
147839,,179,agonist,,,,3705,oprd1,P41143
147846,,180,agonistic activity,,,,6135,oprk1,P41145
147846,,179,agonist,,,,6135,oprk1,P41145
147847,positive regulation,179,agonist,,,,6135,oprk1,P41145
147850,,317,antagonism,,,,6135,oprk1,P41145
147851,,3013,partial agonist,,,,6135,oprk1,P41145
149026,,3456,receptor antagonist activity,,,,3705,oprd1,P41143
149026,,318,antagonist,,,,3705,oprd1,P41143
149072,,319,Antagonist muscle action,,,,3705,oprd1,P41143
149073,,318,antagonist,,,,3705,oprd1,P41143
149073,positive regulation,319,Antagonist muscle action,,,,3705,oprd1,P41143
149074,,179,agonist,,,,3705,oprd1,P41143
149081,,319,Antagonist muscle action,,,,3705,oprd1,P41143
149081,,179,agonist,,,,3705,oprd1,P41143
149084,,319,Antagonist muscle action,,,,3705,oprd1,P41143
149084,,179,agonist,,,,3705,oprd1,P41143
149094,,319,Antagonist muscle action,,,,3705,oprd1,P41143
149094,,179,agonist,,,,3705,oprd1,P41143
149095,,317,antagonism,,,,3705,oprd1,P41143
149095,,319,Antagonist muscle action,,,,3705,oprd1,P41143
149096,,317,antagonism,,,,3705,oprd1,P41143
149096,,319,Antagonist muscle action,,,,3705,oprd1,P41143
149098,,180,agonistic activity,,,,3705,oprd1,P41143
149098,,319,Antagonist muscle action,,,,3705,oprd1,P41143
149098,,179,agonist,,,,3705,oprd1,P41143
149099,,180,agonistic activity,,,,3705,oprd1,P41143
149099,,319,Antagonist muscle action,,,,3705,oprd1,P41143
149099,,179,agonist,,,,3705,oprd1,P41143
149100,,319,Antagonist muscle action,,,,3705,oprd1,P41143
149101,,178,agonism,,,,3705,oprd1,P41143
149103,,3456,receptor antagonist activity,,,,3705,oprd1,P41143
149103,,318,antagonist,,,,3705,oprd1,P41143
149103,,319,Antagonist muscle action,,,,3705,oprd1,P41143
149103,,317,antagonism,,,,3705,oprd1,P41143
149104,,319,Antagonist muscle action,,,,3705,oprd1,P41143
149104,,179,agonist,,,,3705,oprd1,P41143
149105,,319,Antagonist muscle action,,,,3705,oprd1,P41143
149105,,179,agonist,,,,3705,oprd1,P41143
149106,,319,Antagonist muscle action,,,,3705,oprd1,P41143
149106,,179,agonist,,,,3705,oprd1,P41143
160752,,179,agonist,,,,5984,ptgir,P43119
160755,,179,agonist,,,,5984,ptgir,P43119
160763,,179,agonist,,,,5984,ptgir,P43119
163135,,318,antagonist,,,,166,tacr2,P21452
163136,,318,antagonist,,,,166,tacr2,P21452
163137,,318,antagonist,,,,166,tacr2,P21452
163138,,318,antagonist,,,,166,tacr2,P21452
160910,negative regulation,179,agonist,,,,9891,ptgdr,Q13258
159929,,179,agonist,,,,2966,f2r,P25116
159929,,318,antagonist,,,,2966,f2r,P25116
161043,negative regulation,179,agonist,,,,8548,ptger2,P35408
161043,negative regulation,179,agonist,,,,8548,ptger2,P43116
161045,,179,agonist,,,,8548,ptger2,P35408
161045,,179,agonist,,,,8548,ptger2,P43116
161047,,179,agonist,,,,8548,ptger2,P35408
161047,,179,agonist,,,,8548,ptger2,P43116
161048,,179,agonist,,,,8548,ptger2,P35408
161048,,179,agonist,,,,8548,ptger2,P43116
161049,,179,agonist,,,,8548,ptger2,P35408
161049,,179,agonist,,,,8548,ptger2,P43116
161050,,179,agonist,,,,8548,ptger2,P35408
161050,,179,agonist,,,,8548,ptger2,P43116
161058,,318,antagonist,,,,10661,ptger3,P43115
161059,,318,antagonist,,,,10661,ptger3,P43115
161060,negative regulation,179,agonist,,,,10661,ptger3,P43115
161062,,318,antagonist,,,,10661,ptger3,P43115
161084,,319,Antagonist muscle action,,,,15069,ptafr,P25105
161084,,317,antagonism,,,,15069,ptafr,P25105
160162,,318,antagonist,,,,19611,c5ar1,P21730
161197,negative regulation,179,agonist,,,,10791,ptgfr,P43088
161200,,179,agonist,,,,10791,ptgfr,P43088
161206,negative regulation,179,agonist,,,,5984,ptgir,P43119
160326,,319,Antagonist muscle action,,,,9046,ltb4r,Q15722
160331,,179,agonist,,,,19611,c5ar1,P21730
160332,,179,agonist,,,,19611,c5ar1,P21730
160333,,179,agonist,,,,19611,c5ar1,P21730
160334,,179,agonist,,,,19611,c5ar1,P21730
160335,,179,agonist,,,,19611,c5ar1,P21730
160336,,179,agonist,,,,19611,c5ar1,P21730
160353,,179,agonist,,,,19611,c5ar1,P21730
160354,,179,agonist,,,,19611,c5ar1,P21730
160355,,179,agonist,,,,19611,c5ar1,P21730
160357,,179,agonist,,,,19611,c5ar1,P21730
160493,,179,agonist,,,,19611,c5ar1,P21730
160494,,179,agonist,,,,19611,c5ar1,P21730
160510,,179,agonist,,,,19611,c5ar1,P21730
160525,,318,antagonist,,,,5984,ptgir,P43119
160530,,318,antagonist,,,,9891,ptgdr,Q13258
160530,,317,antagonism,,,,9891,ptgdr,Q13258
160531,,318,antagonist,,,,9891,ptgdr,Q13258
160531,,317,antagonism,,,,9891,ptgdr,Q13258
160532,,318,antagonist,,,,9891,ptgdr,Q13258
160533,,318,antagonist,,,,9891,ptgdr,Q13258
160534,,3456,receptor antagonist activity,,,,9891,ptgdr,Q13258
160534,,318,antagonist,,,,9891,ptgdr,Q13258
157562,,317,antagonism,,,,4873,ccr5,P51681
157562,,319,Antagonist muscle action,,,,4873,ccr5,P51681
157740,,3456,receptor antagonist activity,,,,15069,ptafr,P25105
157741,,3456,receptor antagonist activity,,,,15069,ptafr,P25105
157875,,318,antagonist,,,,15069,ptafr,P25105
157886,,318,antagonist,,,,15069,ptafr,P25105
157886,,319,Antagonist muscle action,,,,15069,ptafr,P25105
157887,,318,antagonist,,,,15069,ptafr,P25105
157887,,319,Antagonist muscle action,,,,15069,ptafr,P25105
157890,,319,Antagonist muscle action,,,,15069,ptafr,P25105
155481,,317,antagonism,,,,4873,ccr5,P51681
155481,,319,Antagonist muscle action,,,,4873,ccr5,P51681
156045,,3456,receptor antagonist activity,,,,9046,ltb4r,Q15722
156045,,318,antagonist,,,,9046,ltb4r,Q15722
177865,,179,agonist,,,,14810,htr1a,P08908
177960,negative regulation,179,agonist,,,,18420,adrb1,P08588
176613,,317,antagonism,,,,5073,htr2a,P28223
171335,positive regulation,179,agonist,,,,11965,adra1d,P25100
172988,,180,agonistic activity,,,,21026,avpr2,P30518
172988,negative regulation,179,agonist,,,,21026,avpr2,P30518
176731,,179,agonist,,,,2992,htr5a,P47898
176760,,317,antagonism,,,,5073,htr2a,P28223
176800,,317,antagonism,,,,5073,htr2a,P28223
176969,,317,antagonism,,,,13291,drd2,P14416
176970,,317,antagonism,,,,13291,drd2,P14416
176973,negative regulation,179,agonist,,,,13291,drd2,P14416
177028,,318,antagonist,,,,18420,adrb1,P08588
177029,,318,antagonist,,,,18420,adrb1,P08588
175345,,179,agonist,,,,11774,drd1,P21728
175345,,318,antagonist,,,,11774,drd1,P21728
175346,,179,agonist,,,,11774,drd1,P21728
175346,,318,antagonist,,,,11774,drd1,P21728
177162,negative regulation,179,agonist,,,,3616,adra2a,P08913
177162,,318,antagonist,,,,3616,adra2a,P08913
177253,,179,agonist,,,,2992,htr5a,P47898
175703,,180,agonistic activity,,,,17441,gabbr1,Q9UBS5
175760,,3013,partial agonist,,,,3616,adra2a,P08913
