AID,REGULATION,FUNCTION_ID,FUNCTION_NAME,CELL_LINE_ID,TISSUE_ID,ORGANISM_ID,GENE_ID,UNIPROT_GENE_NAME,Entry
2332,,318,antagonist,,,,11203,s1pr4,O95977
2332,,319,Antagonist muscle action,530| 944| 1176| 5167| 3936,,,11203,s1pr4,O95977
2332,positive regulation,179,agonist,,,,11203,s1pr4,O95977
2338,,318,antagonist,,,,7227,gpr35,Q9HC97
2339,,318,antagonist,,,,11725,cnr1,P21554
2340,,179,agonist,,,,7227,gpr35,Q9HC97
2341,,179,agonist,,,,11725,cnr1,P21554
2346,,318,antagonist,,,,11203,s1pr4,O95977
2346,,319,Antagonist muscle action,,,,11203,s1pr4,O95977
2346,positive regulation,179,agonist,,,,11203,s1pr4,O95977
2347,,179,agonist,,,,13658,gpr55,Q9Y2T6
2348,,318,antagonist,,,,6135,oprk1,P41145
2348,,179,agonist,,,,6135,oprk1,P41145
2349,,318,antagonist,,,,3463,s1pr3,Q99500
2349,negative regulation,319,Antagonist muscle action,,,,3463,s1pr3,Q99500
2349,,317,antagonism,,,,3463,s1pr3,Q99500
2350,,318,antagonist,,,,17460,s1pr5,Q9H228
2350,positive regulation,179,agonist,,,,17460,s1pr5,Q9H228
2351,,318,antagonist,,,,11203,s1pr4,O95977
2354,,318,antagonist,,,,11203,s1pr4,O95977
2356,,318,antagonist,,,,3705,oprd1,P41143
2357,,318,antagonist,,,,3705,oprd1,P41143
2359,,179,agonist,,,,6135,oprk1,P41145
856,,318,antagonist,,,,1600,s1pr2,O95136
856,positive regulation,319,Antagonist muscle action,,,,1600,s1pr2,O95136
859,positive regulation,179,agonist,,,,15715,chrm1,P11229
859,,319,Antagonist muscle action,,,,15715,chrm1,P11229
860,positive regulation,179,agonist,,,,15715,chrm1,P11229
860,,319,Antagonist muscle action,,,,15715,chrm1,P11229
863,,179,agonist,,,,14122,fpr1,P21462
863,,318,antagonist,,,,14122,fpr1,P21462
864,,178,agonism,,,,13410,galr2,O43603
864,positive regulation,179,agonist,,,,13410,galr2,O43603
865,,179,agonist,,,,13410,galr2,O43603
866,,318,antagonist,,,,13410,galr2,O43603
866,,317,antagonism,,,,13410,galr2,O43603
866,,319,Antagonist muscle action,,,,13410,galr2,O43603
867,,318,antagonist,,,,13410,galr2,O43603
872,,179,agonist,,,,1600,s1pr2,O95136
1461,,318,antagonist,,,,19065,npsr1,Q6W5P4
1464,,318,antagonist,,,,19065,npsr1,Q6W5P4
1470,,179,agonist,,,,15715,chrm1,P11229
1488,,179,agonist,,,,15715,chrm1,P11229
1489,,318,antagonist,,,,19065,npsr1,Q6W5P4
1491,,318,antagonist,,,,19065,npsr1,Q6W5P4
1921,,179,agonist,,,,18695,chrm4,P08173
1923,,179,agonist,,,,18695,chrm4,P08173
2397,,318,antagonist,,,,13658,gpr55,Q9Y2T6
874,,179,agonist,,,,1600,s1pr2,O95136
926,positive regulation,179,agonist,,,,87,tshr,P16473
1492,,318,antagonist,,,,19065,npsr1,Q6W5P4
1492,positive regulation,317,antagonism,,,,15715,chrm1,P11229
1493,,318,antagonist,,,,19065,npsr1,Q6W5P4
1508,,319,Antagonist muscle action,,,,15715,chrm1,P11229
1509,positive regulation,179,agonist,,,,11203,s1pr4,O95977
1510,,318,antagonist,,,,11203,s1pr4,O95977
1510,positive regulation,179,agonist,,,,11203,s1pr4,O95977
1516,,318,antagonist,,,,12838,htr1e,P28566
1516,,317,antagonism,,,,12838,htr1e,P28566
1516,positive regulation,179,agonist,,,,12838,htr1e,P28566
1516,,319,Antagonist muscle action,,,,12838,htr1e,P28566
1938,,179,agonist,,,,18695,chrm4,P08173
1939,,179,agonist,,,,18695,chrm4,P08173
1952,,318,antagonist,,,,16324,npbwr1,P48145
1952,,179,agonist,,,,16324,npbwr1,P48145
373,,179,agonist,,,,3463,s1pr3,Q99500
373,,318,antagonist,,,,3463,s1pr3,Q99500
373,negative regulation,178,agonism,,,,3463,s1pr3,Q99500
933,,179,agonist,,,,87,tshr,P16473
938,,179,agonist,,,,87,tshr,P16473
939,positive regulation,179,agonist,,,,87,tshr,P16473
940,,179,agonist,,,,8548,ptger2,P35408
940,,179,agonist,,,,8548,ptger2,P43116
940,,318,antagonist,,,,8548,ptger2,P35408
940,,318,antagonist,,,,8548,ptger2,P43116
943,,318,antagonist,,,,15715,chrm1,P11229
953,,179,agonist,,,,87,tshr,P16473
1518,,318,antagonist,,,,3463,s1pr3,Q99500
1518,,317,antagonism,,,,3463,s1pr3,Q99500
1518,,319,Antagonist muscle action,,,,3463,s1pr3,Q99500
1523,,179,agonist,,,,11203,s1pr4,O95977
1523,negative regulation,178,agonism,,,,11203,s1pr4,O95977
1524,,318,antagonist,,,,11203,s1pr4,O95977
1524,,317,antagonism,,,,11203,s1pr4,O95977
1524,positive regulation,179,agonist,,,,11203,s1pr4,O95977
1961,,179,agonist,,,,13658,gpr55,Q9Y2T6
1965,,179,agonist,,,,13658,gpr55,Q9Y2T6
1989,,179,agonist,,,,9220,gper1,Q99527
439,,179,agonist,,,,3463,s1pr3,Q99500
439,,318,antagonist,,,,3463,s1pr3,Q99500
439,negative regulation,178,agonism,,,,3463,s1pr3,Q99500
1044,negative regulation,178,agonism,,,,6213,s1pr1,P21453
1044,negative regulation,179,agonist,,,,6213,s1pr1,P21453
1044,,319,Antagonist muscle action,,,,6213,s1pr1,P21453
1050,,178,agonism,,,,13410,galr2,O43603
1050,positive regulation,179,agonist,,,,13410,galr2,O43603
1563,positive regulation,179,agonist,,,,11203,s1pr4,O95977
1564,negative regulation,318,antagonist,,,,11203,s1pr4,O95977
1989,,319,Antagonist muscle action,,,,9220,gper1,Q99527
449,negative regulation,178,agonism,,,,6213,s1pr1,P21453
449,negative regulation,179,agonist,,,,6213,s1pr1,P21453
449,,319,Antagonist muscle action,,,,6213,s1pr1,P21453
466,negative regulation,179,agonist,,,,6213,s1pr1,P21453
466,negative regulation,178,agonism,,,,6213,s1pr1,P21453
466,,319,Antagonist muscle action,,,,6213,s1pr1,P21453
467,negative regulation,179,agonist,,,,6213,s1pr1,P21453
467,negative regulation,178,agonism,,,,6213,s1pr1,P21453
467,,319,Antagonist muscle action,,,,6213,s1pr1,P21453
468,negative regulation,179,agonist,,,,6213,s1pr1,P21453
468,negative regulation,178,agonism,,,,6213,s1pr1,P21453
468,,319,Antagonist muscle action,,,,6213,s1pr1,P21453
484,,318,antagonist,,,,3463,s1pr3,Q99500
484,,179,agonist,,,,3463,s1pr3,Q99500
1061,,179,agonist,,,,7083,fpr2,P25090
1061,,318,antagonist,,,,7083,fpr2,P25090
1080,,179,agonist,,,,8548,ptger2,P35408
1080,,179,agonist,,,,8548,ptger2,P43116
1080,,318,antagonist,,,,8548,ptger2,P35408
1080,,318,antagonist,,,,8548,ptger2,P43116
2026,,318,antagonist,,,,13658,gpr55,Q9Y2T6
2026,,319,Antagonist muscle action,,,,13658,gpr55,Q9Y2T6
484,,317,antagonism,,,,3463,s1pr3,Q99500
485,,179,agonist,,,,3463,s1pr3,Q99500
485,regulation,318,antagonist,,,,3463,s1pr3,Q99500
485,negative regulation,319,Antagonist muscle action,,,,3463,s1pr3,Q99500
485,,317,antagonism,,,,3463,s1pr3,Q99500
519,,179,agonist,,,,14122,fpr1,P21462
520,,179,agonist,,,,7083,fpr2,P25090
1192,negative regulation,178,agonism,,,,3463,s1pr3,Q99500
1192,regulation,318,antagonist,,,,3463,s1pr3,Q99500
1192,positive regulation,179,agonist,,,,3463,s1pr3,Q99500
1202,,319,Antagonist muscle action,,,,7083,fpr2,P25090
1213,,179,agonist,,,,9220,gper1,Q99527
2058,,318,antagonist,,,,7227,gpr35,Q9HC97
567,,179,agonist,,,,14810,htr1a,P08908
567,,178,agonism,,,,14810,htr1a,P08908
571,,318,antagonist,,,,12838,htr1e,P28566
571,,317,antagonism,,,,12838,htr1e,P28566
571,,179,agonist,,,,12838,htr1e,P28566
574,,179,agonist,,,,12838,htr1e,P28566
574,,178,agonism,,,,12838,htr1e,P28566
1225,,318,antagonist,,,,13410,galr2,O43603
1225,,317,antagonism,,,,13410,galr2,O43603
1225,,319,Antagonist muscle action,,,,13410,galr2,O43603
1228,,179,agonist,,,,13410,galr2,O43603
1232,,179,agonist,,,,3463,s1pr3,Q99500
1238,,318,antagonist,,,,13410,galr2,O43603
1248,negative regulation,178,agonism,,,,6213,s1pr1,P21453
1248,negative regulation,179,agonist,,,,6213,s1pr1,P21453
1657,,318,antagonist,,,,1600,s1pr2,O95136
1657,,319,Antagonist muscle action,,,,1600,s1pr2,O95136
1668,,318,antagonist,,,,13410,galr2,O43603
1668,,319,Antagonist muscle action,,,,13410,galr2,O43603
1671,,179,agonist,,,,13410,galr2,O43603
1671,,319,Antagonist muscle action,,,,13410,galr2,O43603
1675,,318,antagonist,,,,12838,htr1e,P28566
1675,,319,Antagonist muscle action,,,,12838,htr1e,P28566
1676,,179,agonist,,,,12838,htr1e,P28566
2079,,318,antagonist,,,,7227,gpr35,Q9HC97
2104,,179,agonist,,,,87,tshr,P16473
613,,179,agonist,,,,14810,htr1a,P08908
613,,178,agonism,,,,14810,htr1a,P08908
625,,179,agonist,,,,18695,chrm4,P08173
626,,179,agonist,,,,15715,chrm1,P11229
1257,positive regulation,318,antagonist,,,,11040,npy2r,P49146
1257,,319,Antagonist muscle action,,,,11040,npy2r,P49146
1257,,317,antagonism,,,,11040,npy2r,P49146
1686,positive regulation,179,agonist,,,,11203,s1pr4,O95977
1692,,318,antagonist,,,,11203,s1pr4,O95977
1692,positive regulation,179,agonist,,,,11203,s1pr4,O95977
1697,,178,agonism,,,,14893,npy1r,P25929
1698,,179,agonist,,,,11040,npy2r,P49146
1701,positive regulation,179,agonist,,,,11203,s1pr4,O95977
628,,179,agonist,,,,15715,chrm1,P11229
643,,179,agonist,,,,18695,chrm4,P08173
1272,positive regulation,318,antagonist,924,,,11040,npy2r,P49146
1272,,319,Antagonist muscle action,,,,11040,npy2r,P49146
1272,,317,antagonism,,,,11040,npy2r,P49146
1277,negative regulation,319,Antagonist muscle action,,,,14893,npy1r,P25929
1277,positive regulation,318,antagonist,465| 2870,,,14893,npy1r,P25929
1277,,317,antagonism,,,,14893,npy1r,P25929
1710,,179,agonist,,,,11040,npy2r,P49146
2142,,318,antagonist,,,,11040,npy2r,P49146
2142,,319,Antagonist muscle action,,,,11040,npy2r,P49146
2148,,318,antagonist,,,,16324,npbwr1,P48145
677,,179,agonist,,,,15715,chrm1,P11229
678,,179,agonist,,,,15715,chrm1,P11229
678,,319,Antagonist muscle action,,,,15715,chrm1,P11229
1741,,179,agonist,,,,18695,chrm4,P08173
1743,,179,agonist,,,,15715,chrm1,P11229
1744,,179,agonist,,,,15715,chrm1,P11229
1757,,179,agonist,,,,18695,chrm4,P08173
1764,,179,agonist,,,,11245,chrm3,P20309
1767,,179,agonist,,,,1321,chrm2,P08172
698,,179,agonist,,,,7083,fpr2,P25090
698,,318,antagonist,,,,7083,fpr2,P25090
699,,179,agonist,,,,14122,fpr1,P21462
699,,318,antagonist,,,,14122,fpr1,P21462
718,,179,agonist,,,,14810,htr1a,P08908
718,,178,agonism,,,,14810,htr1a,P08908
1777,,318,antagonist,,,,6135,oprk1,P41145
1778,,179,agonist,,,,6135,oprk1,P41145
1785,,318,antagonist,,,,6135,oprk1,P41145
1785,,179,agonist,,,,6135,oprk1,P41145
1785,,319,Antagonist muscle action,,,,6135,oprk1,P41145
1786,,179,agonist,,,,6135,oprk1,P41145
1788,,179,agonist,,,,15715,chrm1,P11229
1791,,318,antagonist,,,,11040,npy2r,P49146
1791,,319,Antagonist muscle action,,,,11040,npy2r,P49146
2210,,179,agonist,,,,11040,npy2r,P49146
2210,,319,Antagonist muscle action,,,,11040,npy2r,P49146
722,,179,agonist,,,,14122,fpr1,P21462
722,,318,antagonist,,,,14122,fpr1,P21462
723,,179,agonist,,,,7083,fpr2,P25090
724,,179,agonist,,,,14122,fpr1,P21462
724,,318,antagonist,,,,14122,fpr1,P21462
725,,318,antagonist,,,,14122,fpr1,P21462
726,,179,agonist,,,,12838,htr1e,P28566
726,,178,agonism,,,,12838,htr1e,P28566
730,,179,agonist,,,,3463,s1pr3,Q99500
736,,318,antagonist,,,,1600,s1pr2,O95136
736,positive regulation,319,Antagonist muscle action,,,,1600,s1pr2,O95136
736,,317,antagonism,,,,1600,s1pr2,O95136
749,,318,antagonist,,,,12838,htr1e,P28566
749,,179,agonist,,,,12838,htr1e,P28566
1363,,318,antagonist,,,,6213,s1pr1,P21453
1363,negative regulation,178,agonism,,,,6213,s1pr1,P21453
1363,negative regulation,179,agonist,,,,6213,s1pr1,P21453
1363,,319,Antagonist muscle action,,,,6213,s1pr1,P21453
1363,,317,antagonism,,,,6213,s1pr1,P21453
1798,,179,agonist,,,,15715,chrm1,P11229
1801,,179,agonist,,,,11203,s1pr4,O95977
1801,,319,Antagonist muscle action,,,,11203,s1pr4,O95977
1820,,318,antagonist,,,,3463,s1pr3,Q99500
1820,,319,Antagonist muscle action,,,,3463,s1pr3,Q99500
1821,negative regulation,318,antagonist,,,,11203,s1pr4,O95977
2212,,179,agonist,465| 2870,,,11040,npy2r,P49146
2212,,319,Antagonist muscle action,,,,11040,npy2r,P49146
2219,,179,agonist,924,,,11040,npy2r,P49146
2220,,179,agonist,,,,11040,npy2r,P49146
2220,,319,Antagonist muscle action,,,,11040,npy2r,P49146
755,,318,antagonist,,,,14810,htr1a,P08908
755,,179,agonist,,,,14810,htr1a,P08908
755,,178,agonism,,,,14810,htr1a,P08908
762,,179,agonist,,,,14122,fpr1,P21462
763,,179,agonist,,,,7083,fpr2,P25090
763,,318,antagonist,,,,7083,fpr2,P25090
765,,179,agonist,,,,7083,fpr2,P25090
765,,318,antagonist,,,,7083,fpr2,P25090
766,,179,agonist,,,,7083,fpr2,P25090
766,,318,antagonist,,,,7083,fpr2,P25090
776,,179,agonist,,,,3463,s1pr3,Q99500
2251,,318,antagonist,,,,16324,npbwr1,P48145
2251,,179,agonist,,,,16324,npbwr1,P48145
2257,,318,antagonist,,,,16324,npbwr1,P48145
805,,179,agonist,,,,14122,fpr1,P21462
805,,319,Antagonist muscle action,,,,14122,fpr1,P21462
1401,positive regulation,179,agonist,,,,87,tshr,P16473
1402,,179,agonist,,,,87,tshr,P16473
1403,,179,agonist,,,,87,tshr,P16473
1853,,318,antagonist,,,,11203,s1pr4,O95977
1853,,179,agonist,,,,11203,s1pr4,O95977
1861,,318,antagonist,,,,16324,npbwr1,P48145
1861,,179,agonist,,,,16324,npbwr1,P48145
2284,,179,agonist,,,,6135,oprk1,P41145
2285,,318,antagonist,,,,6135,oprk1,P41145
2285,,179,agonist,,,,6135,oprk1,P41145
828,,318,antagonist,,,,13410,galr2,O43603
828,,319,Antagonist muscle action,,,,13410,galr2,O43603
851,,318,antagonist,,,,1600,s1pr2,O95136
851,,319,Antagonist muscle action,,,,1600,s1pr2,O95136
1422,,179,agonist,,,,8548,ptger2,P35408
1422,,179,agonist,,,,8548,ptger2,P43116
1429,,318,antagonist,,,,3463,s1pr3,Q99500
1429,,317,antagonism,,,,3463,s1pr3,Q99500
1429,,319,Antagonist muscle action,,,,3463,s1pr3,Q99500
1880,,318,antagonist,,,,16324,npbwr1,P48145
4228,,2190,inverse agonist,,,,7872,htr1b,P28222
4228,,319,Antagonist muscle action,,,,7872,htr1b,P28222
4239,,318,antagonist,,,,7872,htr1b,P28222
4240,,318,antagonist,,,,7872,htr1b,P28222
5789,,319,Antagonist muscle action,,,,18809,htr2b,P41595
5796,,318,antagonist,,,,18809,htr2b,P41595
5799,negative regulation,179,agonist,,,,18809,htr2b,P41595
5801,,319,Antagonist muscle action,,,,18809,htr2b,P41595
5802,,318,antagonist,,,,18809,htr2b,P41595
5803,,317,antagonism,,,,18809,htr2b,P41595
5804,,317,antagonism,,,,18809,htr2b,P41595
5805,,317,antagonism,,,,18809,htr2b,P41595
5806,,319,Antagonist muscle action,,,,18809,htr2b,P41595
5807,,319,Antagonist muscle action,,,,18809,htr2b,P41595
5808,,319,Antagonist muscle action,,,,18809,htr2b,P41595
5809,,319,Antagonist muscle action,,,,18809,htr2b,P41595
5811,negative regulation,319,Antagonist muscle action,,,,18809,htr2b,P41595
5814,negative regulation,179,agonist,,,,18809,htr2b,P41595
5826,,318,antagonist,,,,18809,htr2b,P41595
5835,,318,antagonist,,,,14266,htr2c,P28335
5841,,180,agonistic activity,,,,14266,htr2c,P28335
5842,,179,agonist,,,,14266,htr2c,P28335
5844,,179,agonist,,,,14266,htr2c,P28335
5845,,179,agonist,,,,14266,htr2c,P28335
5857,,179,agonist,,,,14266,htr2c,P28335
5858,,180,agonistic activity,,,,14266,htr2c,P28335
5859,,179,agonist,,,,14266,htr2c,P28335
5860,,319,Antagonist muscle action,,,,14266,htr2c,P28335
5861,,319,Antagonist muscle action,,,,14266,htr2c,P28335
5862,negative regulation,179,agonist,,,,14266,htr2c,P28335
5867,,179,agonist,,,,14266,htr2c,P28335
5869,,179,agonist,,,,14266,htr2c,P28335
3165,,3694,Serotonin 4 Receptor Agonists [MoA],,,,11906,htr4,Q13639
3166,,3694,Serotonin 4 Receptor Agonists [MoA],,,,11906,htr4,Q13639
4253,,179,agonist,,,,7872,htr1b,P28222
4255,,179,agonist,,,,7872,htr1b,P28222
4257,,319,Antagonist muscle action,,,,7872,htr1b,P28222
4257,,318,antagonist,,,,7872,htr1b,P28222
4257,positive regulation,179,agonist,,,,7872,htr1b,P28222
4260,,179,agonist,,,,7872,htr1b,P28222
4267,,3013,partial agonist,,,,7872,htr1b,P28222
4270,,3013,partial agonist,,,,7872,htr1b,P28222
4282,,2190,inverse agonist,,,,7872,htr1b,P28222
4282,,319,Antagonist muscle action,,,,7872,htr1b,P28222
4289,,2190,inverse agonist,,,,7872,htr1b,P28222
4289,,319,Antagonist muscle action,,,,7872,htr1b,P28222
4290,,2190,inverse agonist,,,,7872,htr1b,P28222
4290,,319,Antagonist muscle action,,,,7872,htr1b,P28222
4292,,179,agonist,,,,19460,htr1d,P28221
4294,,179,agonist,,,,7872,htr1b,P28222
4295,,318,antagonist,,,,7872,htr1b,P28222
4295,,179,agonist,,,,7872,htr1b,P28222
4296,,318,antagonist,,,,7872,htr1b,P28222
4296,,179,agonist,,,,7872,htr1b,P28222
4297,,318,antagonist,,,,7872,htr1b,P28222
4297,,179,agonist,,,,7872,htr1b,P28222
2420,,318,antagonist,,,,2839,oprm1,P35372
2435,,179,agonist,,,,15543,oxtr,P30559
3193,positive regulation,318,antagonist,,,,5073,htr2a,P28223
3194,positive regulation,318,antagonist,,,,5073,htr2a,P28223
3195,positive regulation,318,antagonist,,,,5073,htr2a,P28223
3196,,3012,partial agonism,,,,5073,htr2a,P28223
3196,positive regulation,318,antagonist,,,,5073,htr2a,P28223
3197,positive regulation,318,antagonist,,,,5073,htr2a,P28223
3199,positive regulation,180,agonistic activity,,,49,11906,htr4,Q13639
5955,,318,antagonist,,,,14266,htr2c,P28335
5993,,319,Antagonist muscle action,,,,5073,htr2a,P28223
6013,,319,Antagonist muscle action,,,,5073,htr2a,P28223
2478,,318,antagonist,,,,2839,oprm1,P35372
2480,,318,antagonist,,,,7227,gpr35,Q9HC97
2482,,179,agonist,,,,15543,oxtr,P30559
4425,,179,agonist,,,,14810,htr1a,P08908
4428,,179,agonist,,,,5073,htr2a,P28223
4449,,179,agonist,,,,14810,htr1a,P08908
4472,,179,agonist,,,,14810,htr1a,P08908
4482,,318,antagonist,,,,7872,htr1b,P28222
4483,,318,antagonist,,,,7872,htr1b,P28222
4486,,179,agonist,,,,7872,htr1b,P28222
4489,,319,Antagonist muscle action,,,,7872,htr1b,P28222
4490,,319,Antagonist muscle action,,,,7872,htr1b,P28222
4491,positive regulation,317,antagonism,,,,7872,htr1b,P28222
4491,,318,antagonist,,,,7872,htr1b,P28222
4492,,319,Antagonist muscle action,,,,7872,htr1b,P28222
4492,,318,antagonist,,,,7872,htr1b,P28222
4492,positive regulation,179,agonist,,,,7872,htr1b,P28222
4494,,319,Antagonist muscle action,,,,7872,htr1b,P28222
4494,,318,antagonist,,,,7872,htr1b,P28222
4494,positive regulation,179,agonist,,,,7872,htr1b,P28222
4496,,179,agonist,,,,7872,htr1b,P28222
2491,,318,antagonist,,,,6135,oprk1,P41145
2491,,179,agonist,,,,6135,oprk1,P41145
2495,,318,antagonist,,,,6135,oprk1,P41145
2495,,179,agonist,,,,6135,oprk1,P41145
2497,,179,agonist,,,,6135,oprk1,P41145
2498,,318,antagonist,,,,3705,oprd1,P41143
2500,,179,agonist,,,,6135,oprk1,P41145
2520,,179,agonist,,,,18785,aplnr,P35414
2521,,318,antagonist,,,,18785,aplnr,P35414
4506,,319,Antagonist muscle action,,,,7872,htr1b,P28222
4506,,318,antagonist,,,,7872,htr1b,P28222
4506,positive regulation,179,agonist,,,,7872,htr1b,P28222
4508,,179,agonist,,,,7872,htr1b,P28222
4511,,179,agonist,,,,7872,htr1b,P28222
4513,,179,agonist,,,,7872,htr1b,P28222
4514,,179,agonist,,,,7872,htr1b,P28222
4515,,179,agonist,,,,7872,htr1b,P28222
4516,,179,agonist,,,,7872,htr1b,P28222
4519,,2190,inverse agonist,,,,7872,htr1b,P28222
4519,,319,Antagonist muscle action,,,,7872,htr1b,P28222
4520,,179,agonist,,,,19460,htr1d,P28221
4521,,179,agonist,,,,19460,htr1d,P28221
4529,,319,Antagonist muscle action,,,,19460,htr1d,P28221
4544,,180,agonistic activity,,,,19460,htr1d,P28221
4546,,180,agonistic activity,,,,19460,htr1d,P28221
4547,,180,agonistic activity,,,,19460,htr1d,P28221
4548,,180,agonistic activity,,,,19460,htr1d,P28221
4549,,179,agonist,,,,19460,htr1d,P28221
4552,positive regulation,179,agonist,,,,19460,htr1d,P28221
4552,,318,antagonist,,,,19460,htr1d,P28221
4553,positive regulation,179,agonist,,,,19460,htr1d,P28221
4553,,318,antagonist,,,,19460,htr1d,P28221
4554,positive regulation,179,agonist,,,,19460,htr1d,P28221
4554,,318,antagonist,,,,19460,htr1d,P28221
4555,positive regulation,179,agonist,,,,19460,htr1d,P28221
4555,,318,antagonist,,,,19460,htr1d,P28221
4556,positive regulation,179,agonist,,,,19460,htr1d,P28221
4556,,318,antagonist,,,,19460,htr1d,P28221
4559,positive regulation,179,agonist,,,,19460,htr1d,P28221
4559,,318,antagonist,,,,19460,htr1d,P28221
4560,positive regulation,179,agonist,,,,19460,htr1d,P28221
4560,,318,antagonist,,,,19460,htr1d,P28221
4561,positive regulation,179,agonist,,,,19460,htr1d,P28221
4561,,318,antagonist,,,,19460,htr1d,P28221
4562,,318,antagonist,,,,19460,htr1d,P28221
4565,,319,Antagonist muscle action,,,,11906,htr4,Q13639
4566,,318,antagonist,,,,19460,htr1d,P28221
4570,,179,agonist,,,,19460,htr1d,P28221
4571,,179,agonist,,,,19460,htr1d,P28221
4573,,179,agonist,,,,19460,htr1d,P28221
4574,,179,agonist,,,,19460,htr1d,P28221
4575,,179,agonist,,,,19460,htr1d,P28221
4576,,179,agonist,,,,19460,htr1d,P28221
4577,,179,agonist,,,,19460,htr1d,P28221
4578,,179,agonist,,,,19460,htr1d,P28221
4579,,179,agonist,,,,19460,htr1d,P28221
4581,,179,agonist,,,,19460,htr1d,P28221
4583,,180,agonistic activity,,,,19460,htr1d,P28221
4584,,179,agonist,,,,19460,htr1d,P28221
4585,,179,agonist,,,,19460,htr1d,P28221
4586,,179,agonist,,,,19460,htr1d,P28221
4588,,179,agonist,,,,19460,htr1d,P28221
4589,,179,agonist,,,,19460,htr1d,P28221
4590,,179,agonist,,,,19460,htr1d,P28221
4591,,179,agonist,,,,19460,htr1d,P28221
4593,,179,agonist,,,,19460,htr1d,P28221
4594,,179,agonist,,,,19460,htr1d,P28221
4595,,179,agonist,,,,19460,htr1d,P28221
3462,,179,agonist,,,,14810,htr1a,P08908
3468,,179,agonist,,,,14810,htr1a,P08908
3478,,179,agonist,,,,14810,htr1a,P08908
3516,,179,agonist,,,,14810,htr1a,P08908
4596,,179,agonist,,,,19460,htr1d,P28221
4597,,179,agonist,,,,19460,htr1d,P28221
4598,,179,agonist,,,,19460,htr1d,P28221
4599,,179,agonist,,,,19460,htr1d,P28221
4600,,179,agonist,,,,19460,htr1d,P28221
4601,,179,agonist,,,,19460,htr1d,P28221
4602,,179,agonist,,,,19460,htr1d,P28221
4603,,179,agonist,,,,19460,htr1d,P28221
4608,,318,antagonist,,,,19460,htr1d,P28221
4618,,179,agonist,,,,19460,htr1d,P28221
4619,,179,agonist,,,,19460,htr1d,P28221
4620,,179,agonist,,,,19460,htr1d,P28221
4627,,179,agonist,,,,19460,htr1d,P28221
4629,,179,agonist,,,,19460,htr1d,P28221
4645,,179,agonist,,,,19460,htr1d,P28221
4657,,319,Antagonist muscle action,,,,19460,htr1d,P28221
4666,,179,agonist,,,,7872,htr1b,P28222
4667,,179,agonist,,,,7872,htr1b,P28222
4674,,179,agonist,,,,7872,htr1b,P28222
4679,,179,agonist,,,,7872,htr1b,P28222
4680,,179,agonist,,,,7872,htr1b,P28222
4687,,179,agonist,,,,7872,htr1b,P28222
4688,,319,Antagonist muscle action,,,,7872,htr1b,P28222
4688,,317,antagonism,,,,7872,htr1b,P28222
4698,,179,agonist,,,,7872,htr1b,P28222
6142,,318,antagonist,,,,11906,htr4,Q13639
6142,,3694,Serotonin 4 Receptor Agonists [MoA],,,,11906,htr4,Q13639
6143,,318,antagonist,,,,11906,htr4,Q13639
6143,,3694,Serotonin 4 Receptor Agonists [MoA],,,,11906,htr4,Q13639
6144,,318,antagonist,,,,11906,htr4,Q13639
6144,,3694,Serotonin 4 Receptor Agonists [MoA],,,,11906,htr4,Q13639
6145,,318,antagonist,,,,11906,htr4,Q13639
6145,,3694,Serotonin 4 Receptor Agonists [MoA],,,,11906,htr4,Q13639
6146,,3456,receptor antagonist activity,,,,11906,htr4,Q13639
6146,,318,antagonist,,,,11906,htr4,Q13639
6146,,3694,Serotonin 4 Receptor Agonists [MoA],,,,11906,htr4,Q13639
6147,,318,antagonist,,,,11906,htr4,Q13639
6147,,319,Antagonist muscle action,,,,11906,htr4,Q13639
6148,,318,antagonist,,,,11906,htr4,Q13639
6148,,319,Antagonist muscle action,,,,11906,htr4,Q13639
6149,,3456,receptor antagonist activity,,,,11906,htr4,Q13639
6150,,3456,receptor antagonist activity,,,,11906,htr4,Q13639
6151,,3456,receptor antagonist activity,,,,11906,htr4,Q13639
6152,,3456,receptor antagonist activity,,,,11906,htr4,Q13639
6152,,318,antagonist,,,,11906,htr4,Q13639
6152,,3694,Serotonin 4 Receptor Agonists [MoA],,,,11906,htr4,Q13639
6153,,3456,receptor antagonist activity,,,,11906,htr4,Q13639
6153,,318,antagonist,,,,11906,htr4,Q13639
6153,,3694,Serotonin 4 Receptor Agonists [MoA],,,,11906,htr4,Q13639
6154,,3456,receptor antagonist activity,,,,11906,htr4,Q13639
6154,,318,antagonist,,,,11906,htr4,Q13639
6154,,3694,Serotonin 4 Receptor Agonists [MoA],,,,11906,htr4,Q13639
6155,,318,antagonist,,,,11906,htr4,Q13639
6155,,3694,Serotonin 4 Receptor Agonists [MoA],,,,11906,htr4,Q13639
6156,,3456,receptor antagonist activity,,,,11906,htr4,Q13639
6156,,318,antagonist,,,,11906,htr4,Q13639
6156,,3694,Serotonin 4 Receptor Agonists [MoA],,,,11906,htr4,Q13639
6157,,3456,receptor antagonist activity,,,,11906,htr4,Q13639
6157,,318,antagonist,,,,11906,htr4,Q13639
6157,,3694,Serotonin 4 Receptor Agonists [MoA],,,,11906,htr4,Q13639
6165,,318,antagonist,,,,11906,htr4,Q13639
6165,,319,Antagonist muscle action,,,,11906,htr4,Q13639
6166,,318,antagonist,,,,11906,htr4,Q13639
